_id	parent_id	title	title_kana	subtitle	subtitle_kana	isbn	author	author_kana	publisher	size	series	series_kana	sales_date	price	url	aff_url	bdate	sd_conv	inmode	c_dtm	memo
6	2	この美術部には問題がある！（2）	コノ ビジュツブ ニワ モンダイ ガ アル			9784048661003	いみぎむる	イミギ,ムル	KADOKAWA	コミック	電撃コミックスNEXT	デンゲキ コミックス ネクスト	2013年11月27日	615	http://books.rakuten.co.jp/rb/12504683/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12504683%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12504683%26surl%3Dbook				2016/10/18 08:46:19	
7	2	この美術部には問題がある！（3）	コノ ビジュツブ ニワ モンダイ ガ アル			9784048666664	いみぎむる	イミギ,ムル	KADOKAWA	コミック	電撃コミックスNEXT	デンゲキ コミックス ネクスト	2014年06月27日	615	http://books.rakuten.co.jp/rb/12765314/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12765314%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12765314%26surl%3Dbook				2016/10/18 08:46:25	
8	131	論理回路の基礎改訂版	ロンリ カイロ ノ キソ			9784769202042	田丸啓吉	タマル,ケイキチ	工学図書	単行本			1989年01月01日	2484	http://books.rakuten.co.jp/rb/338635/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F338635%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D338635%26surl%3Dbook			教科書	2017/03/09 21:53:59	
9	131	明解Java（入門編）	メイカイ ジャバ			9784797339536	柴田望洋	シバタ,ボウヨウ	SBクリエイティブ	単行本			2007年08月	2808	http://books.rakuten.co.jp/rb/4489150/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4489150%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4489150%26surl%3Dbook			教科書	2017/03/09 21:54:11	
10	5	空想科学読本（1）新装版	クウソウ カガク ドクホン			9784040670225	柳田理科雄	ヤナギタ,リカオ	KADOKAWA	単行本			2006年07月	1296	http://books.rakuten.co.jp/rb/12886284/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12886284%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12886284%26surl%3Dbook				2016/10/19 23:18:23	
11	5	空想科学読本（2）新装版	クウソウ カガク ドクホン			9784840136952	柳田理科雄	ヤナギタ,リカオ	メディアファクトリー	文庫	空想科学文庫	クウソウ カガク ブンコ	2011年01月	565	http://books.rakuten.co.jp/rb/6963959/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6963959%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D6963959%26surl%3Dbook				2016/10/19 23:18:49	
12	5	空想科学読本（3）	クウソウ カガク ドクホン			9784840120319	柳田理科雄	ヤナギタ,リカオ	メディアファクトリー	文庫	空想科学文庫	クウソウ カガク ブンコ	2007年08月	565	http://books.rakuten.co.jp/rb/4499773/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4499773%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4499773%26surl%3Dbook				2016/10/19 23:18:56	
13	5	空想科学読本（6．5）	クウソウ カガク ドクホン			9784840123877	柳田理科雄	ヤナギタ,リカオ	メディアファクトリー	単行本			2008年07月	864	http://books.rakuten.co.jp/rb/5799461/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5799461%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D5799461%26surl%3Dbook				2016/10/19 23:19:03	
14	5	空想科学読本（12（「科学で解けない超難問」）	クウソウ カガク ドクホン			9784840149013	柳田理科雄	ヤナギタ,リカオ	メディアファクトリー	単行本			2012年11月	1296	http://books.rakuten.co.jp/rb/12070993/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12070993%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12070993%26surl%3Dbook				2016/10/19 23:19:15	
15	5	空想科学読本（11）	クウソウ カガク ドクホン			9784840145183	柳田理科雄	ヤナギタ,リカオ	メディアファクトリー	単行本			2012年03月	1296	http://books.rakuten.co.jp/rb/11603129/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11603129%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11603129%26surl%3Dbook				2016/10/19 23:19:20	
16	5	空想科学読本（14（「名キャラ対決！どっちが）	クウソウ カガク ドクホン			9784040660608	柳田理科雄	ヤナギタ,リカオ	KADOKAWA	単行本			2013年10月	1296	http://books.rakuten.co.jp/rb/12511190/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12511190%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12511190%26surl%3Dbook				2016/10/19 23:19:27	
17	5	空想科学読本（15（「愛は地球を滅ぼす」編））	クウソウ カガク ドクホン			9784040663708	柳田理科雄	ヤナギタ,リカオ	KADOKAWA	単行本			2014年03月19日	1296	http://books.rakuten.co.jp/rb/12683250/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12683250%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12683250%26surl%3Dbook				2016/10/19 23:19:32	
18	1	となりの関くん（1）	トナリ ノ セキクン			9784040665177	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2011年04月	637	http://books.rakuten.co.jp/rb/12666671/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12666671%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12666671%26surl%3Dbook				2016/10/19 23:20:15	
19	1	となりの関くん（2）	トナリ ノ セキクン			9784040665184	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2011年11月	637	http://books.rakuten.co.jp/rb/12666672/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12666672%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12666672%26surl%3Dbook				2016/10/19 23:20:22	
20	1	となりの関くん（3）	トナリ ノ セキクン			9784040665191	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2012年07月	637	http://books.rakuten.co.jp/rb/12666673/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12666673%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12666673%26surl%3Dbook				2016/10/19 23:20:23	
21	1	となりの関くん（4）	トナリ ノ セキクン			9784040665207	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2013年04月05日	637	http://books.rakuten.co.jp/rb/12666674/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12666674%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12666674%26surl%3Dbook				2016/10/19 23:20:38	
22	1	となりの関くん（5）	トナリ ノ セキクン			9784040662404	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2014年01月04日	637	http://books.rakuten.co.jp/rb/12602293/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12602293%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12602293%26surl%3Dbook				2016/10/19 23:20:42	
23	1	となりの関くん（6）	トナリ ノ セキクン			9784040668192	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2014年07月23日	637	http://books.rakuten.co.jp/rb/12818735/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12818735%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12818735%26surl%3Dbook				2016/10/19 23:20:52	
24	1	となりの関くん（7）	トナリ ノ セキクン			9784040675152	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2015年04月23日	637	http://books.rakuten.co.jp/rb/13158277/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13158277%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13158277%26surl%3Dbook				2016/10/19 23:20:55	
25	1	となりの関くん　9	トナリノセキクン　9			9784040685106	森繁拓真	モリシゲタクマ	KADOKAWA	コミック	MFコミックス フラッパーシリーズ	エムエフコミックスフラッパーシリーズ	2016年08月23日	648	http://books.rakuten.co.jp/rb/14322342/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14322342%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14322342%26surl%3Dbook				2016/10/19 23:20:59	
26	7	知ってるようで知らない 音楽おもしろ雑学事典				9784636209495	長田 曉二		ヤマハミュージックメディア				1999年10月01日	1620	http://books.rakuten.co.jp/rb/1108626/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F1108626%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D1108626%26surl%3Dbook			古本	2016/10/23 09:01:17	
27	131	現場で通用する力を身につけるiPhoneアプリ開発の教科書	ゲンバ デ ツウヨウスル チカラ オ ミニツケル アイフォーン アプリ カイハツ			9784839948290	森巧尚	モリ,ヨシナオ	マイナビ出版	単行本			2014年01月	3229	http://books.rakuten.co.jp/rb/12649121/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12649121%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12649121%26surl%3Dbook				2016/10/19 23:22:07	
28	7	楽譜が読める！音楽記号事典	ガクフ ガ ヨメル オンガク キゴウ ジテン			9784816344008	斎藤純一郎	サイトウ,ジュンイチロウ	ナツメ社	単行本			2007年10月	1944	http://books.rakuten.co.jp/rb/4982076/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4982076%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4982076%26surl%3Dbook				2016/10/19 23:23:03	
29	131	やさしいJava第5版	ヤサシイ ジャバ			9784797374766	高橋麻奈	タカハシ,マナ	SBクリエイティブ	単行本			2013年08月31日	2808	http://books.rakuten.co.jp/rb/12432919/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12432919%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12432919%26surl%3Dbook				2016/10/19 23:23:49	
30	8	由利公正	ユリ キミマサ			9784591147221	加来耕三/井手窪剛	カク,コウゾウ/イデクボ,ゴウ	ポプラ社	全集・双書	コミック版日本の歴史	コミックバン ニホン ノ レキシ	2015年11月18日	1080	http://books.rakuten.co.jp/rb/13430350/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13430350%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13430350%26surl%3Dbook				2016/10/19 23:24:45	
31	8	戦国人物伝　本多忠勝	センゴクジンブツデンホンダタダカツ			9784591151334	加来　耕三/井出窪　剛	カクコウゾウ/イデクボゴウ	ポプラ社	全集・双書	コミック版　日本の歴史	コミックバンニホンノレキシ	2016年09月09日	1080	http://books.rakuten.co.jp/rb/14380410/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14380410%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14380410%26surl%3Dbook				2016/10/19 23:24:55	
32	8	真田昌幸	サナダ マサユキ			9784591149300	加来耕三/安戸ひろみ	カク,コウゾウ/アンコ,ヒロミ	ポプラ社	全集・双書	コミック版日本の歴史	コミックバン ニホン ノ レキシ	2016年03月10日	1080	http://books.rakuten.co.jp/rb/13836031/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13836031%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13836031%26surl%3Dbook				2016/10/19 23:25:13	
33	8	北条早雲	ホウジョウ ソウウン			9784591145548	加来耕三/静霞薫	カク,コウゾウ/シズカ,カオル	ポプラ社	全集・双書	コミック版日本の歴史	コミックバン ニホン ノ レキシ	2015年06月	1080	http://books.rakuten.co.jp/rb/13275507/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13275507%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13275507%26surl%3Dbook				2016/10/19 23:25:15	
34	131	ホームページ辞典第5版	ホームページ ジテン			9784798125190	アンク	アンク	翔泳社	単行本			2012年03月	2160	http://books.rakuten.co.jp/rb/11554268/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11554268%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11554268%26surl%3Dbook				2016/10/19 23:25:37	
35	131	ネットワーク社会における情報の活用と技術3訂版	ネットワーク シャカイ ニ オケル ジョウホウ ノ カツヨウ ト ギジュツ			9784407320848	岡田正/高橋参吉	オカダ,タダシ/タカハシ,サンキチ	実教出版	単行本			2010年10月	2160	http://books.rakuten.co.jp/rb/6793535/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F6793535%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D6793535%26surl%3Dbook			教科書	2017/03/09 21:53:49	
36	10	氷菓（1）	ヒョウカ			9784041202708	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	角川書店	コミック	カドカワコミックスA	カドカワ コミックス エース	2012年04月	604	http://books.rakuten.co.jp/rb/11609076/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11609076%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11609076%26surl%3Dbook			古本	2016/10/23 07:54:08	
37	10	氷菓（2）	ヒョウカ			9784041202715	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	角川書店	コミック	カドカワコミックスA	カドカワ コミックス エース	2012年08月	604	http://books.rakuten.co.jp/rb/11779387/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F11779387%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D11779387%26surl%3Dbook			古本	2016/10/23 07:54:14	
38	1	となりの関くん（8）	トナリ ノ セキクン			9784040678658	森繁拓真	モリシゲ,タクマ	KADOKAWA	コミック	MFコミックス　フラッパーシリーズ	エムエフ コミックス フラッパー シリーズ	2015年12月22日	648	http://books.rakuten.co.jp/rb/13457752/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13457752%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13457752%26surl%3Dbook				2016/10/22 16:13:18	
39	10	氷菓（3）	ヒョウカ			9784041202722	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	角川書店	コミック	カドカワコミックスAエース	カドカワ コミックス エース	2013年01月	604	http://books.rakuten.co.jp/rb/12139071/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12139071%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12139071%26surl%3Dbook			古本	2016/10/23 07:54:20	
40	10	氷菓（4）	ヒョウカ			9784041207406	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	角川書店	コミック	カドカワコミックスA	カドカワ コミックス エース	2013年06月26日	604	http://books.rakuten.co.jp/rb/12326418/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12326418%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12326418%26surl%3Dbook			古本	2016/10/23 07:54:26	
41	10	氷菓（6）	ヒョウカ			9784041210963	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	KADOKAWA	コミック	カドカワコミックスA	カドカワ コミックス エース	2014年04月	604	http://books.rakuten.co.jp/rb/12690169/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12690169%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12690169%26surl%3Dbook			古本	2016/10/23 07:56:54	
42	10	氷菓（7）	ヒョウカ			9784041017494	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	KADOKAWA	コミック	カドカワコミックスA	カドカワ コミックス エース	2014年07月	604	http://books.rakuten.co.jp/rb/12859417/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F12859417%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D12859417%26surl%3Dbook			古本	2016/10/23 09:00:37	
43	10	氷菓（8）	ヒョウカ			9784041017500	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	KADOKAWA	コミック	カドカワコミックスA	カドカワ コミックス エース	2015年01月26日	626	http://books.rakuten.co.jp/rb/13085318/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13085318%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13085318%26surl%3Dbook			古本	2016/10/23 09:00:43	
44	10	氷菓（9）	ヒョウカ			9784041035887	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	KADOKAWA	コミック	カドカワコミックスA	カドカワ コミックス エース	2015年08月26日	626	http://books.rakuten.co.jp/rb/13322046/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F13322046%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D13322046%26surl%3Dbook			古本	2016/10/23 09:00:56	
45	10	氷菓（10）	ヒョウカ			9784041035894	米澤穂信/タスクオーナ	ヨネザワ,ホノブ/タスクオーナ	KADOKAWA	コミック	カドカワコミックスA	カドカワ コミックス エース	2016年07月22日	626	http://books.rakuten.co.jp/rb/14271764/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14271764%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14271764%26surl%3Dbook			古本	2016/10/23 09:01:02	
46	19	WORKING！！（1）	ワーキング			9784757515772	高津カリノ	タカツ,カリノ	スクウェア・エニックス	コミック	ヤングガンガンコミックス	ヤング ガンガン コミックス	2005年11月25日	514	http://books.rakuten.co.jp/rb/3690695/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F3690695%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D3690695%26surl%3Dbook			古本	2016/10/23 22:21:33	
47	19	WORKING！！（2）	ワーキング			9784757517059	高津カリノ	タカツ,カリノ	スクウェア・エニックス	コミック	ヤングガンガンコミックス	ヤング ガンガン コミックス	2006年06月24日	514	http://books.rakuten.co.jp/rb/4047287/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4047287%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4047287%26surl%3Dbook			古本	2016/10/23 22:21:39	
48	12	日常（1）	ニチジョウ			9784047139497	あらゐけいいち	アライ,ケイイチ	KADOKAWA	コミック	角川コミックス・エース	カドカワ コミックス エース	2007年07月	583	http://books.rakuten.co.jp/rb/4424337/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4424337%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4424337%26surl%3Dbook			古本	2016/10/23 22:22:19	
49	12	日常（2）	ニチジョウ			9784047139800	あらゐけいいち	アライ,ケイイチ	KADOKAWA	コミック	角川コミックス・エース	カドカワ コミックス エース	2007年10月	583	http://books.rakuten.co.jp/rb/5035215/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F5035215%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D5035215%26surl%3Dbook			古本	2016/10/23 22:22:26	
50	109	パステル家族（3）	パステルカゾク サン			9784575848618	セイ	セイ	双葉社	コミック			2016年10月12日	799	http://books.rakuten.co.jp/rb/14433604/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14433604%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14433604%26surl%3Dbook				2016/10/23 22:22:49	
51	19	WORKING！！（3）	ワーキング			9784757519350	高津カリノ	タカツ,カリノ	スクウェア・エニックス	コミック	ヤングガンガンコミックス	ヤング ガンガン コミックス	2007年01月25日	514	http://books.rakuten.co.jp/rb/4257826/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F4257826%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D4257826%26surl%3Dbook			古本	2016/11/05 01:17:52	
52	14	響け！ユーフォニアム（北宇治高校吹奏楽部のいちばん熱）	ヒビケ ユーフォニアム			9784800260208	はみ/武田綾乃	ハミ/タケダ,アヤノ	宝島社	単行本	このマンガがすごい！comics	コノ マンガ ガ スゴイ コミックス	2016年09月06日	745	http://books.rakuten.co.jp/rb/14395925/	http://hb.afl.rakuten.co.jp/hgc/g00q0725.6c66bf2a.g00q0725.6c66c514/?pc=http%3A%2F%2Fbooks.rakuten.co.jp%2Frb%2F14395925%2F&m=http%3A%2F%2Fm.rakuten.co.jp%2Frms%2Fmsv%2FItem%3Fn%3D14395925%26surl%3Dbook				2016/11/07 19:39:58	
